"","success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","PROLIFIC_PID","STUDY_ID","SESSION_ID","subject_id","study_id","session_id","is_finished","codeversion","is_changedfullscreen","designversion","timepassed_mins","width","height","HaveSeenImages","all_accumulated_accuracy","rt","rt_keypresses","response","keypresses","rt_key_start","rt_key_end","task","id","webaudio","mobile","os","fullscreen","vsync_rate","webcam","microphone","question_order","stimulus","anRepeatedItem","current_assignmentTypesWithinList","is_chosenFinal","is_currentObjAppear1","is_studied_appear0_initial","is_studied_appear1_initial","is_studied_appear2_initial","is_tested_appear0_initial","is_tested_appear1_initial","is_tested_appear2_initial","listNum_appear0_initial","listNum_appear1_initial","stimulusConditionName_nPlusOneTrial","num_CurrObjAppear","stimulusConditions","studyPos_appear0_initial","studyPos_appear1_initial","studyPos_appear2_initial","testPos_appear0_initial","testPos_appear1_initial","testPos_appear2_initial","testPos_final","type_code_studiedCurr","type_code_testiedCurr","type_code_testiedNext","type_comment","id_picName","is_old","correct_response_key","listNum_appear2_initial","listNum_pickedFrom","listNum_infinalOrder","presPos_digit","stimulus_id","sum_currList","correct_response","correct","responsesum","accumulated_accuracy","recognition_correct","correct_appear1","correct_appear2"
"130","","","","","","image-keyboard-response",129,765141,"0.0-6.0-10.0-0.2",1,"r","2025-04-19 04:56:33","800ada036aababc29b2738b065f35859","23.153.64.118","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","Windows","10","https://app.prolific.com/","en-US,en;q=0.9","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6",1,1.3,0,3,12.79,1366,768,"No",0.678030303030303,"740","","j","",NA,NA,"initialTest_response","","","","","",NA,"","","","https://raw.githubusercontent.com/Shu-Lea-Lai/project-visualmemory-sideexp/master/images/1 (420).jpg","true","T_target","true","true","true","true","false","true","true","true",2,2,"Dn+1","1","Dn","7",7,0,"3",3,12,357,"1","1","1","current target, in next trial","1 (420).jpg","false","j","3",0,"null",NA,NA,NA,NA,1,"",1,1,"true","true"
"131","","","","","","image-keyboard-response",130,765996,"0.0-6.0-10.0-0.3",1,"r","2025-04-19 04:56:33","800ada036aababc29b2738b065f35859","23.153.64.118","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","Windows","10","https://app.prolific.com/","en-US,en;q=0.9","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6",1,1.3,0,3,12.8,1366,768,"No",0.678030303030303,"719","","f","",NA,NA,"initialTest_response","","","","","",NA,"","","","https://raw.githubusercontent.com/Shu-Lea-Lai/project-visualmemory-sideexp/master/images/1 (1857).jpg","true","T_foil","true","false","false","true","false","true","true","true",2,1,"Dn","2","Dn","0",2,0,"4",2,4,152,"1","1","1","current target, in next trial, from last trial","1 (1857).jpg","false","f","2",0,"null",NA,NA,NA,NA,1,"",1,1,"true","true"
"132","","","","","","image-keyboard-response",131,766982,"0.0-6.0-10.0-0.4",1,"r","2025-04-19 04:56:33","800ada036aababc29b2738b065f35859","23.153.64.118","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","Windows","10","https://app.prolific.com/","en-US,en;q=0.9","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6",1,1.3,0,3,12.82,1366,768,"No",0.678030303030303,"848","","f","",NA,NA,"initialTest_response","","","","","",NA,"","","","https://raw.githubusercontent.com/Shu-Lea-Lai/project-visualmemory-sideexp/master/images/1 (1851).jpg","true","T_foil","false","true","false","false","false","true","true","true",2,2,"Fnn+1","1","Fnn","0",0,0,"5",5,5,0,"0","1","1","tested only, in next trial","1 (1851).jpg","false","f","3",0,"null",NA,NA,NA,NA,1,"",1,1,"true","true"
"133","","","","","","image-keyboard-response",132,767860,"0.0-6.0-10.0-0.5",1,"r","2025-04-19 04:56:33","800ada036aababc29b2738b065f35859","23.153.64.118","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","Windows","10","https://app.prolific.com/","en-US,en;q=0.9","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6",1,1.3,0,3,12.83,1366,768,"No",0.678030303030303,"755","","j","",NA,NA,"initialTest_response","","","","","",NA,"","","","https://raw.githubusercontent.com/Shu-Lea-Lai/project-visualmemory-sideexp/master/images/1 (593).jpg","false","T_target","false","true","true","true","false","true","true","false",2,2,"B","1","B","13",13,0,"6",6,0,0,"1","1","0","current target, not in next trial","1 (593).jpg","false","j","false",0,"null",NA,NA,NA,NA,1,"",1,1,"true","null"
"134","","","","","","image-keyboard-response",133,769093,"0.0-6.0-10.0-0.6",1,"r","2025-04-19 04:56:33","800ada036aababc29b2738b065f35859","23.153.64.118","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","Windows","10","https://app.prolific.com/","en-US,en;q=0.9","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6",1,1.3,0,3,12.85,1366,768,"No",0.678030303030303,"1089","","j","",NA,NA,"initialTest_response","","","","","",NA,"","","","https://raw.githubusercontent.com/Shu-Lea-Lai/project-visualmemory-sideexp/master/images/1 (1830).jpg","false","T_target","true","true","true","true","false","true","true","false",2,2,"B","1","B","8",8,0,"7",7,0,294,"1","1","0","current target, not in next trial","1 (1830).jpg","false","j","false",0,"null",NA,NA,NA,NA,1,"",1,1,"true","null"
"135","","","","","","image-keyboard-response",134,769866,"0.0-6.0-10.0-0.7",1,"r","2025-04-19 04:56:33","800ada036aababc29b2738b065f35859","23.153.64.118","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","Windows","10","https://app.prolific.com/","en-US,en;q=0.9","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6",1,1.3,0,3,12.86,1366,768,"No",0.678030303030303,"639","","j","",NA,NA,"initialTest_response","","","","","",NA,"","","","https://raw.githubusercontent.com/Shu-Lea-Lai/project-visualmemory-sideexp/master/images/1 (2188).jpg","false","T_target","false","true","true","true","false","true","true","false",2,2,"B","1","B","12",12,0,"8",8,0,0,"1","1","0","current target, not in next trial","1 (2188).jpg","false","j","false",0,"null",NA,NA,NA,NA,1,"",1,1,"true","null"
"136","","","","","","image-keyboard-response",135,770825,"0.0-6.0-10.0-0.8",1,"r","2025-04-19 04:56:33","800ada036aababc29b2738b065f35859","23.153.64.118","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","Windows","10","https://app.prolific.com/","en-US,en;q=0.9","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6",1,1.3,0,3,12.88,1366,768,"No",0.678030303030303,"823","","j","",NA,NA,"initialTest_response","","","","","",NA,"","","","https://raw.githubusercontent.com/Shu-Lea-Lai/project-visualmemory-sideexp/master/images/1 (146).jpg","true","T_foil","false","false","false","false","false","true","false","true",2,1,"Fnn","2","Fnn","0",0,0,"9",0,9,0,"0","1","1","tested only, in next trial, from last trial","1 (146).jpg","false","f","2",0,"null",NA,NA,NA,NA,0,"",0.888888888888889,0,"false","false"
"137","","","","","","image-keyboard-response",136,771588,"0.0-6.0-10.0-0.9",1,"r","2025-04-19 04:56:33","800ada036aababc29b2738b065f35859","23.153.64.118","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","Windows","10","https://app.prolific.com/","en-US,en;q=0.9","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6",1,1.3,0,3,12.89,1366,768,"No",0.678030303030303,"612","","j","",NA,NA,"initialTest_response","","","","","",NA,"","","","https://raw.githubusercontent.com/Shu-Lea-Lai/project-visualmemory-sideexp/master/images/1 (1279).jpg","false","T_target","false","true","true","true","false","true","true","false",2,2,"B","1","B","10",10,0,"10",10,0,0,"1","1","0","current target, not in next trial","1 (1279).jpg","false","j","false",0,"null",NA,NA,NA,NA,1,"",0.9,1,"true","null"
"138","","","","","","image-keyboard-response",137,772442,"0.0-6.0-10.0-0.10",1,"r","2025-04-19 04:56:33","800ada036aababc29b2738b065f35859","23.153.64.118","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","Windows","10","https://app.prolific.com/","en-US,en;q=0.9","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6",1,1.3,0,3,12.91,1366,768,"No",0.678030303030303,"720","","j","",NA,NA,"initialTest_response","","","","","",NA,"","","","https://raw.githubusercontent.com/Shu-Lea-Lai/project-visualmemory-sideexp/master/images/1 (2407).jpg","false","T_target","true","true","true","true","false","true","true","false",2,2,"B","1","B","20",20,0,"11",11,0,247,"1","1","0","current target, not in next trial","1 (2407).jpg","false","j","false",0,"null",NA,NA,NA,NA,1,"",0.909090909090909,1,"true","null"
"139","","","","","","image-keyboard-response",138,773207,"0.0-6.0-10.0-0.11",1,"r","2025-04-19 04:56:33","800ada036aababc29b2738b065f35859","23.153.64.118","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","Windows","10","https://app.prolific.com/","en-US,en;q=0.9","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6",1,1.3,0,3,12.92,1366,768,"No",0.678030303030303,"630","","f","",NA,NA,"initialTest_response","","","","","",NA,"","","","https://raw.githubusercontent.com/Shu-Lea-Lai/project-visualmemory-sideexp/master/images/1 (931).jpg","true","T_foil","true","true","false","false","false","true","true","true",2,2,"Fnn+1","1","Fnn","0",0,0,"12",12,3,100,"0","1","1","tested only, in next trial","1 (931).jpg","false","f","3",0,"2",NA,NA,NA,NA,1,"",0.916666666666667,1,"true","true"
"140","","","","","","image-keyboard-response",139,774296,"0.0-6.0-10.0-0.12",1,"r","2025-04-19 04:56:33","800ada036aababc29b2738b065f35859","23.153.64.118","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","Windows","10","https://app.prolific.com/","en-US,en;q=0.9","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6",1,1.3,0,3,12.94,1366,768,"No",0.678030303030303,"954","","f","",NA,NA,"initialTest_response","","","","","",NA,"","","","https://raw.githubusercontent.com/Shu-Lea-Lai/project-visualmemory-sideexp/master/images/1 (1682).jpg","false","T_target","false","true","true","true","false","true","true","false",2,2,"B","1","B","23",23,0,"13",13,0,0,"1","1","0","current target, not in next trial","1 (1682).jpg","false","j","false",0,"null",NA,NA,NA,NA,0,"",0.846153846153846,0,"false","null"
"141","","","","","","image-keyboard-response",140,777147,"0.0-6.0-10.0-0.13",1,"r","2025-04-19 04:56:33","800ada036aababc29b2738b065f35859","23.153.64.118","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","Windows","10","https://app.prolific.com/","en-US,en;q=0.9","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6",1,1.3,0,3,12.99,1366,768,"No",0.678030303030303,"2708","","j","",NA,NA,"initialTest_response","","","","","",NA,"","","","https://raw.githubusercontent.com/Shu-Lea-Lai/project-visualmemory-sideexp/master/images/1 (1691).jpg","false","T_target","true","true","true","true","false","true","true","false",2,2,"B","1","B","19",19,0,"14",14,0,353,"1","1","0","current target, not in next trial","1 (1691).jpg","false","j","false",0,"null",NA,NA,NA,NA,1,"",0.857142857142857,1,"true","null"
"142","","","","","","image-keyboard-response",141,778564,"0.0-6.0-10.0-0.14",1,"r","2025-04-19 04:56:33","800ada036aababc29b2738b065f35859","23.153.64.118","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","Windows","10","https://app.prolific.com/","en-US,en;q=0.9","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6",1,1.3,0,3,13.01,1366,768,"No",0.678030303030303,"1296","","j","",NA,NA,"initialTest_response","","","","","",NA,"","","","https://raw.githubusercontent.com/Shu-Lea-Lai/project-visualmemory-sideexp/master/images/1 (2107).jpg","false","T_target","true","true","true","true","false","true","true","false",2,2,"B","1","B","24",24,0,"15",15,0,78,"1","1","0","current target, not in next trial","1 (2107).jpg","false","j","false",0,"null",NA,NA,NA,NA,1,"",0.866666666666667,1,"true","null"
"143","","","","","","image-keyboard-response",142,780672,"0.0-6.0-10.0-0.15",1,"r","2025-04-19 04:56:33","800ada036aababc29b2738b065f35859","23.153.64.118","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","Windows","10","https://app.prolific.com/","en-US,en;q=0.9","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6",1,1.3,0,3,13.04,1366,768,"No",0.678030303030303,"1967","","f","",NA,NA,"initialTest_response","","","","","",NA,"","","","https://raw.githubusercontent.com/Shu-Lea-Lai/project-visualmemory-sideexp/master/images/1 (1713).jpg","true","T_foil","true","false","false","false","false","true","false","true",2,1,"Fnn","2","Fnn","0",0,0,"16",0,16,310,"0","1","1","tested only, in next trial, from last trial","1 (1713).jpg","false","f","2",0,"null",NA,NA,NA,NA,1,"",0.875,1,"true","true"
"144","","","","","","image-keyboard-response",143,782587,"0.0-6.0-10.0-0.16",1,"r","2025-04-19 04:56:33","800ada036aababc29b2738b065f35859","23.153.64.118","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","Windows","10","https://app.prolific.com/","en-US,en;q=0.9","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6",1,1.3,0,3,13.08,1366,768,"No",0.678030303030303,"1770","","f","",NA,NA,"initialTest_response","","","","","",NA,"","","","https://raw.githubusercontent.com/Shu-Lea-Lai/project-visualmemory-sideexp/master/images/1 (429).jpg","false","T_target","true","true","true","true","false","true","true","false",2,2,"B","1","B","22",22,0,"17",17,0,286,"1","1","0","current target, not in next trial","1 (429).jpg","false","j","false",0,"null",NA,NA,NA,NA,0,"",0.823529411764706,0,"false","null"
"145","","","","","","image-keyboard-response",144,783310,"0.0-6.0-10.0-0.17",1,"r","2025-04-19 04:56:33","800ada036aababc29b2738b065f35859","23.153.64.118","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","Windows","10","https://app.prolific.com/","en-US,en;q=0.9","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6",1,1.3,0,3,13.09,1366,768,"No",0.678030303030303,"579","","j","",NA,NA,"initialTest_response","","","","","",NA,"","","","https://raw.githubusercontent.com/Shu-Lea-Lai/project-visualmemory-sideexp/master/images/1 (1709).jpg","true","T_target","false","true","true","true","false","true","true","true",2,2,"Dn+1","1","Dn","27",27,0,"18",18,17,0,"1","1","1","current target, in next trial","1 (1709).jpg","false","j","3",0,"null",NA,NA,NA,NA,1,"",0.833333333333333,1,"true","true"
"146","","","","","","image-keyboard-response",145,784308,"0.0-6.0-10.0-0.18",1,"r","2025-04-19 04:56:33","800ada036aababc29b2738b065f35859","23.153.64.118","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","Windows","10","https://app.prolific.com/","en-US,en;q=0.9","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6",1,1.3,0,3,13.1,1366,768,"No",0.678030303030303,"857","","f","",NA,NA,"initialTest_response","","","","","",NA,"","","","https://raw.githubusercontent.com/Shu-Lea-Lai/project-visualmemory-sideexp/master/images/1 (1062).jpg","true","T_foil","true","true","false","false","false","true","true","true",2,2,"Fnn+1","1","Fnn","0",0,0,"19",19,29,258,"0","1","1","tested only, in next trial","1 (1062).jpg","false","f","3",0,"6",NA,NA,NA,NA,1,"",0.842105263157895,1,"true","true"
"147","","","","","","image-keyboard-response",146,785112,"0.0-6.0-10.0-0.19",1,"r","2025-04-19 04:56:33","800ada036aababc29b2738b065f35859","23.153.64.118","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","Windows","10","https://app.prolific.com/","en-US,en;q=0.9","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6",1,1.3,0,3,13.12,1366,768,"No",0.678030303030303,"645","","j","",NA,NA,"initialTest_response","","","","","",NA,"","","","https://raw.githubusercontent.com/Shu-Lea-Lai/project-visualmemory-sideexp/master/images/1 (871).jpg","true","T_foil","true","false","false","true","false","true","true","true",2,1,"Dn","2","Dn","0",4,0,"20",4,20,38,"1","1","1","current target, in next trial, from last trial","1 (871).jpg","false","f","2",0,"null",NA,NA,NA,NA,0,"",0.8,0,"true","false"
"148","","","","","","image-keyboard-response",147,785958,"0.0-6.0-10.0-0.20",1,"r","2025-04-19 04:56:33","800ada036aababc29b2738b065f35859","23.153.64.118","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","Windows","10","https://app.prolific.com/","en-US,en;q=0.9","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6",1,1.3,0,3,13.13,1366,768,"No",0.678030303030303,"697","","j","",NA,NA,"initialTest_response","","","","","",NA,"","","","https://raw.githubusercontent.com/Shu-Lea-Lai/project-visualmemory-sideexp/master/images/1 (1589).jpg","true","T_target","true","true","true","true","false","true","true","true",2,2,"Dn+1","1","Dn","16",16,0,"21",21,25,221,"1","1","1","current target, in next trial","1 (1589).jpg","false","j","3",0,"null",NA,NA,NA,NA,1,"",0.80952380952381,1,"true","true"
"149","","","","","","image-keyboard-response",148,786956,"0.0-6.0-10.0-0.21",1,"r","2025-04-19 04:56:33","800ada036aababc29b2738b065f35859","23.153.64.118","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","Windows","10","https://app.prolific.com/","en-US,en;q=0.9","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6",1,1.3,0,3,13.15,1366,768,"No",0.678030303030303,"856","","f","",NA,NA,"initialTest_response","","","","","",NA,"","","","https://raw.githubusercontent.com/Shu-Lea-Lai/project-visualmemory-sideexp/master/images/1 (1924).jpg","false","T_foil","false","true","false","false","false","true","true","false",2,2,"Fn+1","1","Fn","0",0,0,"22",22,0,0,"0","1","0","tested only, not in next trial","1 (1924).jpg","false","f","false",0,"null",NA,NA,NA,NA,1,"",0.818181818181818,1,"true","null"
"150","","","","","","image-keyboard-response",149,788209,"0.0-6.0-10.0-0.22",1,"r","2025-04-19 04:56:33","800ada036aababc29b2738b065f35859","23.153.64.118","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","Windows","10","https://app.prolific.com/","en-US,en;q=0.9","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6",1,1.3,0,3,13.17,1366,768,"No",0.678030303030303,"1116","","f","",NA,NA,"initialTest_response","","","","","",NA,"","","","https://raw.githubusercontent.com/Shu-Lea-Lai/project-visualmemory-sideexp/master/images/1 (690).jpg","true","T_foil","true","false","false","true","false","true","false","true",2,1,"Cn","2","Cn","0",24,0,"23",0,23,37,"1","0","1","studied only, in next trial, from last trial","1 (690).jpg","false","f","2",0,"null",NA,NA,NA,NA,1,"",0.826086956521739,1,"null","true"
"151","","","","","","image-keyboard-response",150,789115,"0.0-6.0-10.0-0.23",1,"r","2025-04-19 04:56:33","800ada036aababc29b2738b065f35859","23.153.64.118","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","Windows","10","https://app.prolific.com/","en-US,en;q=0.9","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6",1,1.3,0,3,13.19,1366,768,"No",0.678030303030303,"762","","f","",NA,NA,"initialTest_response","","","","","",NA,"","","","https://raw.githubusercontent.com/Shu-Lea-Lai/project-visualmemory-sideexp/master/images/1 (2060).jpg","true","T_foil","true","false","false","false","false","true","false","true",2,1,"Fnn","2","Fnn","0",0,0,"24",0,24,267,"0","1","1","tested only, in next trial, from last trial","1 (2060).jpg","false","f","2",0,"null",NA,NA,NA,NA,1,"",0.833333333333333,1,"true","true"
"152","","","","","","image-keyboard-response",151,790093,"0.0-6.0-10.0-0.24",1,"r","2025-04-19 04:56:33","800ada036aababc29b2738b065f35859","23.153.64.118","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","Windows","10","https://app.prolific.com/","en-US,en;q=0.9","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6",1,1.3,0,3,13.2,1366,768,"No",0.678030303030303,"836","","j","",NA,NA,"initialTest_response","","","","","",NA,"","","","https://raw.githubusercontent.com/Shu-Lea-Lai/project-visualmemory-sideexp/master/images/1 (2361).jpg","false","T_target","true","true","true","true","false","true","true","false",2,2,"B","1","B","11",11,0,"25",25,0,490,"1","1","0","current target, not in next trial","1 (2361).jpg","false","j","false",0,"null",NA,NA,NA,NA,1,"",0.84,1,"true","null"
"153","","","","","","image-keyboard-response",152,790970,"0.0-6.0-10.0-0.25",1,"r","2025-04-19 04:56:33","800ada036aababc29b2738b065f35859","23.153.64.118","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36","WebKit","Chrome","134.0.0.0","Windows","10","https://app.prolific.com/","en-US,en;q=0.9","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6","67cb5baef51d73572cb490ae","67ed4ce3ffc80f56376b0d69","68032cdfbebdd287f8dbb4c6",1,1.3,0,3,13.22,1366,768,"No",0.678030303030303,"729","","j","",NA,NA,"initialTest_response","","","","","",NA,"","","","https://raw.githubusercontent.com/Shu-Lea-Lai/project-visualmemory-sideexp/master/images/1 (449).jpg","false","T_target","true","true","true","true","false","true","true","false",2,2,"B","1","B","17",17,0,"26",26,0,364,"1","1","0","current target, not in next trial","1 (449).jpg","false","j","false",0,"null",NA,NA,NA,NA,1,"",0.846153846153846,1,"true","null"
